filename, OK, spaghetti, stringing, unsmooth_surface
blobs_121_jpg.rf.1f302ac03c931795436ba9953f4ba222.jpg,0,0,0,1
spaghetti_46_jpg.rf.1f6f1a3c339960c2df3001687b4728a1.jpg,0,1,0,0
stringing_170_jpg.rf.1f925fa7c4e4c5ed39140a8418e8a9c2.jpg,0,0,1,0
spaghetti_45_jpg.rf.1fec58ef794df25aa8a7a820a4b544ed.jpg,0,1,0,0
spaghetti_50_jpg.rf.1ff043217cb0db63fa9324d82f33ee9b.jpg,0,1,0,0
spaghetti_31_jpg.rf.20367b751d1895f35c9f42a3e72159a1.jpg,0,1,0,0
OK2_39_jpg.rf.20092d421d6289602267e5f0b3632f24.jpg,1,0,0,0
stringing_115_jpg.rf.20431f93294342d18da9513171d945c5.jpg,0,0,1,0
blobs_111_jpg.rf.203faeaf01fec3500a27a470e6ff676c.jpg,0,0,0,1
OK_40_jpg.rf.2089a0da1fac24ea896d57db49564fc4.jpg,1,0,0,0
under-exstrosion_94_jpg.rf.20a96a14aa7862a3728676469674c590.jpg,0,0,0,1
blobs_129_jpg.rf.20b93615a694a11440466ec0c4b4edf9.jpg,0,0,0,1
stringing_61_jpg.rf.2093aad181c46e4765a52c588e2e7f44.jpg,0,0,1,0
stringing_166_jpg.rf.20b7de47d02352ef507677e34dcfef31.jpg,0,0,1,0
OK_32_jpg.rf.20d0cf12e4b26128f1ebdeca2719dcb8.jpg,1,0,0,0
under-exstrosion_51_jpg.rf.20e30f04b583f1074d9b4a04755123c6.jpg,0,0,0,1
blobs_97_jpg.rf.20f164dd57506e3da09bce1d575d4fc4.jpg,0,0,0,1
stringing_59_jpg.rf.2126b3c8dbc344f10a5e5223ecd82336.jpg,0,0,1,0
OK2_73_jpg.rf.219f5fab3f83d3dc76353e65da210bba.jpg,1,0,0,0
stringing_100_jpg.rf.2191325b846d96e0a37d40e916125e3d.jpg,0,0,1,0
stringing_117_jpg.rf.211cfd799fd638128fa049de7181ba14.jpg,0,0,1,0
OK_31_jpg.rf.21cf190d79254e84c7a18f94f6ddf0ec.jpg,1,0,0,0
under-exstrosion_158_jpg.rf.21e3a45e984d5557ffa1e4175c1187ac.jpg,0,0,0,1
OK_59_jpg.rf.22326c4c992d756cc9d7f5d717a14041.jpg,1,0,0,0
OK_104_jpg.rf.223c2f736c9c07fe0f4775885d401c7e.jpg,1,0,0,0
stringing_169_jpg.rf.2299da9bea6898e8cd7e8e5bd78f810b.jpg,0,0,1,0
OK2_71_jpg.rf.22b720117274694f9a17a55329aa2963.jpg,1,0,0,0
stringing_90_jpg.rf.226875a45e75b3b2a3043b9952ad9e96.jpg,0,0,1,0
stringing_168_jpg.rf.21ef089473ffbf98dc7d569766ca627f.jpg,0,0,1,0
OK2_57_jpg.rf.22b2aa7baa1c5639a30b84ddfd8af145.jpg,1,0,0,0
OK2_50_jpg.rf.22cf365927d0b3890452ca9942c56a8b.jpg,1,0,0,0
OK_79_jpg.rf.22eb71104cadfec3c1fa8e179cd797ec.jpg,1,0,0,0
blobs_27_jpg.rf.22cf40c3345cdb6b981c7383e17b2017.jpg,0,0,0,1
OK_33_jpg.rf.22d7a4aa5b178c35139ccf8d86c76010.jpg,1,0,0,0
OK_54_jpg.rf.23a203aa5d75c4668a7c1cdf808a08c1.jpg,1,0,0,0
under-exstrosion_4_jpg.rf.229ee040b1652cd575a0585750ac83cb.jpg,0,0,0,1
under-exstrosion_157_jpg.rf.23c777acc2cb2586025790c7cf99d2cc.jpg,0,0,0,1
under-exstrosion_29_jpg.rf.240b5ad61eec24066abaa3c163ba10ba.jpg,0,0,0,1
OK2_22_jpg.rf.23f7911bbe7b3192c461c4542e655d56.jpg,1,0,0,0
spaghetti_70_jpg.rf.23d2be64f9a052a7e10fa53f17167327.jpg,0,1,0,0
OK_93_jpg.rf.2444ca0b65b973e8d6be4dd6eafbab2b.jpg,1,0,0,0
OK_112_jpg.rf.2446e85d7069ffbfd4edf2fc557f1971.jpg,1,0,0,0
under-exstrosion_31_jpg.rf.2463016da4776fc5a5c98adfc6771f02.jpg,0,0,0,1
OK_95_jpg.rf.24c6df85acbdfe2f2086beb6bd08d1cd.jpg,1,0,0,0
under-exstrosion_142_jpg.rf.252a37922cca57b42275aa883dbe33e3.jpg,0,0,0,1
stringing_154_jpg.rf.2461c3810600980a1deb7de71743b769.jpg,0,0,1,0
spaghetti_21_jpg.rf.252ae9d6afb44e5dc5708eaf33c1d76b.jpg,0,1,0,0
spaghetti_45_jpg.rf.24aeca475ae8b78ca0cd7abacb5bf213.jpg,0,1,0,0
stringing_7_jpg.rf.255af693f3d4aa039fe7b4fdd93b0351.jpg,0,0,1,0
under-exstrosion_169_jpg.rf.258761e2c59098310a14303b14b999e4.jpg,0,0,0,1
under-exstrosion_149_jpg.rf.259d088140dd1df21d320f97d16a7d24.jpg,0,0,0,1
stringing_202_jpg.rf.25be90c786da851611d4a60e4d3dae2e.jpg,0,0,1,0
spaghetti_106_jpg.rf.25c5f8bd39ea35fb3946e48332ab259f.jpg,0,1,0,0
under-exstrosion_42_jpg.rf.25da67965c8f050b983fc1e724d56d09.jpg,0,0,0,1
under-exstrosion_6_jpg.rf.25d660e5f1875c7b145385c88a4e5d5e.jpg,0,0,0,1
under-exstrosion_51_jpg.rf.26105f88ff5f714e0b197af623a869d5.jpg,0,0,0,1
stringing_144_jpg.rf.264023c97551332aa27e6330cff1079f.jpg,0,0,1,0
under-exstrosion_89_jpg.rf.269f24ce41f98a5007a334d4b19f173c.jpg,0,0,0,1
stringing_181_jpg.rf.25dc9cc72a51ec81e8ea9d7227150a74.jpg,0,0,1,0
stringing_203_jpg.rf.26b2c1fe996b8b654fc387e3ab26a8d7.jpg,0,0,1,0
under-exstrosion_85_jpg.rf.2601ce16a2a9870f6330063edf273470.jpg,0,0,0,1
spaghetti_111_jpg.rf.2694091459ba2c115faed8ac2c85efa5.jpg,0,1,0,0
spaghetti_18_jpg.rf.26a477bce73b4dc3ceb116b775fe8333.jpg,0,1,0,0
blobs_10_jpg.rf.26a2a63fd0a8b64ec534170401f39b5e.jpg,0,0,0,1
OK_46_jpg.rf.278506ce3b60e2e4904ceabd8d081a6a.jpg,1,0,0,0
OK_47_jpg.rf.276fb1e14c0a2889bb0c94e70f1c06d2.jpg,1,0,0,0
OK_120_jpg.rf.277e28efc4bd66b72a40fdd86e7fd88a.jpg,1,0,0,0
spaghetti_38_jpg.rf.26d2c531e66ddd7c4df96b94739300b2.jpg,0,1,0,0
OK2_52_jpg.rf.27e96cf167ed1d7af7cd3cc06eefa430.jpg,1,0,0,0
stringing_101_jpg.rf.2849df540f73e0c318dd122739d90e8d.jpg,0,0,1,0
OK2_2_jpg.rf.28673513e1a78f32e7c3d6d8b236d3f6.jpg,1,0,0,0
OK2_80_jpg.rf.28d64b3f1db32780a586f6d216dbb158.jpg,1,0,0,0
OK_27_jpg.rf.28faccac5c7cf6849fb27c74fb62bc27.jpg,1,0,0,0
under-exstrosion_141_jpg.rf.2929e2aef4133ee7bf2d02253c804c30.jpg,0,0,0,1
OK_87_jpg.rf.29a214c3ba154e66e55fb3e0403646e9.jpg,1,0,0,0
spaghetti_43_jpg.rf.28571ea01921bf78df6061b1367108a2.jpg,0,1,0,0
OK_42_jpg.rf.29d84f2cdcad9ed18214cf0229011efc.jpg,1,0,0,0
stringing_81_jpg.rf.28f9233d649b5b73051138d6fa8c5e22.jpg,0,0,1,0
under-exstrosion_106_jpg.rf.29db409fc7d20538035e892d95660eb1.jpg,0,0,0,1
stringing_45_jpg.rf.2a01ece81aa86ee3d970b2287ee09897.jpg,0,0,1,0
OK2_45_jpg.rf.2af1bae10a120aa72a345322e06a29b7.jpg,1,0,0,0
OK2_83_jpg.rf.2a6a372cc8c480109930a5dbbc6e0440.jpg,1,0,0,0
OK_83_jpg.rf.2b2c9acf661aa7a7d2e552afa4167ff6.jpg,1,0,0,0
stringing_166_jpg.rf.2b0964946ebcfa0f1d621bea170ac2cc.jpg,0,0,1,0
OK2_84_jpg.rf.2bc04be127bc85945c2316147518a88a.jpg,1,0,0,0
OK_102_jpg.rf.2a85f4848a97eb671475d0f466b9df45.jpg,1,0,0,0
OK_82_jpg.rf.2b6a219f4279875735959d221f5d3732.jpg,1,0,0,0
spaghetti_40_jpg.rf.2bef4ac3cd617e5b05505951df97533d.jpg,0,1,0,0
blobs_81_jpg.rf.2b6a85aca2302c925e039e94ef633a9a.jpg,0,0,0,1
stringing_93_jpg.rf.2bf7658c049c1e32b39a2aeb332f4c45.jpg,0,0,1,0
OK2_62_jpg.rf.2bfbd87f7dc0a17bfb30a3960b4fd6e1.jpg,1,0,0,0
under-exstrosion_171_jpg.rf.2b65fa17f1d1d305161a7740ab68a2c7.jpg,0,0,0,1
OK2_34_jpg.rf.2c4499215b141729d441bcf007733e07.jpg,1,0,0,0
blobs_62_jpg.rf.2c37b3c3df69092f30bcfcd05e8c8674.jpg,0,0,0,1
OK_16_jpg.rf.2c5842cc2d59b1c5467564b8c8c5e4c4.jpg,1,0,0,0
under-exstrosion_82_jpg.rf.2cd2abc99d84be8d0864b5dc61ed075e.jpg,0,0,0,1
stringing_99_jpg.rf.2c758dfb33cff8a481b9620ee7bc488b.jpg,0,0,1,0
stringing_155_jpg.rf.2cdb7afe3e95813d7d88e966f8e8ab67.jpg,0,0,1,0
blobs_102_jpg.rf.2c968dcae80bd7ea29bdc3d356f7887a.jpg,0,0,0,1
stringing_99_jpg.rf.2cfb46f389bc15f0dc15f68d7d27f5f2.jpg,0,0,1,0
spaghetti_88_jpg.rf.2cdfbe92fbd76c33aedc8f562831e757.jpg,0,1,0,0
OK_63_jpg.rf.2c64742193ef9ca251aef06160fbf871.jpg,1,0,0,0
OK_42_jpg.rf.2d03e34ca39af677778a8798c9b84af5.jpg,1,0,0,0
under-exstrosion_56_jpg.rf.2d5df4938fe738ef5fba120999d61800.jpg,0,0,0,1
OK2_89_jpg.rf.2da5b425118d8390bd7d768cdd1a3f9e.jpg,1,0,0,0
blobs_89_jpg.rf.2df53b7706a073c4fad95002608f778f.jpg,0,0,0,1
blobs_151_jpg.rf.2db514d1ed43b2c2edeb40123351e411.jpg,0,0,0,1
under-exstrosion_117_jpg.rf.2db037fa0c6d9132bcca620bd5043f04.jpg,0,0,0,1
OK_79_jpg.rf.2e625e56d69a27c3ebf7c2ba6d5d446b.jpg,1,0,0,0
under-exstrosion_104_jpg.rf.2e57e73a179822a94a9f20ba128671da.jpg,0,0,0,1
stringing_9_jpg.rf.2e6541b2408b038268f7290fc8dbf38b.jpg,0,0,1,0
stringing_118_jpg.rf.2e79a42027c36d45009812bdc96a05a9.jpg,0,0,1,0
stringing_30_jpg.rf.2eb2a166072f0c106f9c264cee9359e9.jpg,0,0,1,0
blobs_62_jpg.rf.2ee8b898731644c81b2c693f0305f34e.jpg,0,0,0,1
OK_0_jpg.rf.2f24ec8bdaf5c4b28e3dfc55b0722bf7.jpg,1,0,0,0
stringing_102_jpg.rf.2f3177cabd5e1416876b14f6eea7d784.jpg,0,0,1,0
OK2_88_jpg.rf.2f0071219773b952a9c89abf710ec823.jpg,1,0,0,0
OK2_104_jpg.rf.2ef989f83f13d4d3a52e6062ce05fa44.jpg,1,0,0,0
stringing_65_jpg.rf.2e1bd4701441457c885b762713ee7232.jpg,0,0,1,0
OK_56_jpg.rf.2f678451b263b66a8e42406574aaa03c.jpg,1,0,0,0
OK2_98_jpg.rf.2f941b3c3a80e0913b47a72ce07e15a5.jpg,1,0,0,0
blobs_123_jpg.rf.2ec63d4d80785ee269b61c7db88a6966.jpg,0,0,0,1
OK_70_jpg.rf.2f9f5b994b7e2eabfd7d3810d9aef4a0.jpg,1,0,0,0
stringing_2_jpg.rf.2f3c05f1f66ea5a7c548b4f35de28f98.jpg,0,0,1,0
OK_100_jpg.rf.2fd1b8fc0719375bc6e080e5e480e501.jpg,1,0,0,0
under-exstrosion_156_jpg.rf.2f4affba25f31be9e692a40666e29a3c.jpg,0,0,0,1
stringing_151_jpg.rf.2f9d227f89e437d1a4f862a5d9822d94.jpg,0,0,1,0
under-exstrosion_111_jpg.rf.2feb05e3f43ab04d7c04e2ed12b89bb0.jpg,0,0,0,1
blobs_36_jpg.rf.2fc4a7f20e1198b50dfae59c4535763b.jpg,0,0,0,1
under-exstrosion_108_jpg.rf.30001ca2db71bcdb5e31745ddf5bb681.jpg,0,0,0,1
stringing_129_jpg.rf.3022ce792c67f89e2ea2f9d163e0c013.jpg,0,0,1,0
OK2_33_jpg.rf.3005e557eca94db3a2f259c5a6f88f03.jpg,1,0,0,0
blobs_129_jpg.rf.3062c78c2bde985b6333238399b644d4.jpg,0,0,0,1
spaghetti_118_jpg.rf.306deb5dddd47cd35ec10f52234c3bfb.jpg,0,1,0,0
blobs_99_jpg.rf.3082a71b34abf3f0d7ed8454031a01f1.jpg,0,0,0,1
blobs_86_jpg.rf.3067c8ca0defd008a3fd32a345baa170.jpg,0,0,0,1
stringing_123_jpg.rf.309d681c451bc10f9449195985f361dc.jpg,0,0,1,0
OK2_75_jpg.rf.309bc472dcc4bb8c84ba9388ce869f6e.jpg,1,0,0,0
OK2_41_jpg.rf.30cb1a72cb7956d57751aff242472958.jpg,1,0,0,0
blobs_87_jpg.rf.304979e309690afbc496653619298e89.jpg,0,0,0,1
under-exstrosion_106_jpg.rf.30dc23d9d075764f7f2131716b624cd0.jpg,0,0,0,1
stringing_103_jpg.rf.311f99f734dd59947a7e1b7c6d57c5b4.jpg,0,0,1,0
spaghetti_3_jpg.rf.31195fd4836fecf34c96eb2fc09ce762.jpg,0,1,0,0
under-exstrosion_50_jpg.rf.31263b9b3b5ef08013376596f0e4a7de.jpg,0,0,0,1
stringing_128_jpg.rf.312a722236bc5f33f00593048b862900.jpg,0,0,1,0
OK2_56_jpg.rf.3156edde7ae20481c50984cfaf93c35a.jpg,1,0,0,0
stringing_116_jpg.rf.315b76457cb78a0167c1c916e1344686.jpg,0,0,1,0
OK_17_jpg.rf.314194419dc910d6aa238d92bd8dcab0.jpg,1,0,0,0
OK_4_jpg.rf.312dea035ef39c31ba58b2a18d09b3e5.jpg,1,0,0,0
OK2_19_jpg.rf.3176a4ae6f06e3a6397a788b51a0096f.jpg,1,0,0,0
stringing_92_jpg.rf.319191c63480be08690e9594e0b4530b.jpg,0,0,1,0
OK_91_jpg.rf.325b0355f13ddf8976bf13360a01f131.jpg,1,0,0,0
stringing_110_jpg.rf.32872b640716f87c1deb846fcc371af3.jpg,0,0,1,0
OK_60_jpg.rf.32a5c461184214eff3c7cf490b8ae396.jpg,1,0,0,0
stringing_102_jpg.rf.336956f5f8aed692d82f060bb395a6c5.jpg,0,0,1,0
stringing_129_jpg.rf.33ca63ac18080b59a1eb0eb106cb5b01.jpg,0,0,1,0
blobs_150_jpg.rf.341235f5898dc8d1e013a6141de3c7be.jpg,0,0,0,1
OK2_1_jpg.rf.348eda9cb8b479e945612e0dda566d2f.jpg,1,0,0,0
spaghetti_52_jpg.rf.3359b97316e3ab43e24ffd6e3e32e8a8.jpg,0,1,0,0
under-exstrosion_103_jpg.rf.348f2eb9db8c87a96bc3236148d16e21.jpg,0,0,0,1
blobs_64_jpg.rf.343c898e71f819be19f34c08ccd7e3cb.jpg,0,0,0,1
spaghetti_13_jpg.rf.349c02d20ccb690fc9fc90bb872549e3.jpg,0,1,0,0
stringing_160_jpg.rf.34f7ca3311a40b73fc136237dd1b98f3.jpg,0,0,1,0
stringing_183_jpg.rf.34fcf2b4fbbf85d96c25d2e135b76fa1.jpg,0,0,1,0
OK_106_jpg.rf.352fa8025f0ebbd0e67fee6d0d1a6a6a.jpg,1,0,0,0
OK_11_jpg.rf.35046f521749623ad746d071fdc0c8ef.jpg,1,0,0,0
OK_76_jpg.rf.34f156fdd27155cba3c41afab71a88a1.jpg,1,0,0,0
blobs_28_jpg.rf.355e95e72aec984904a27b04867766e7.jpg,0,0,0,1
stringing_76_jpg.rf.359648e8f29a64548c225de991ce88c2.jpg,0,0,1,0
under-exstrosion_8_jpg.rf.356f7dbffced3d0c4d9e0822ea9f7621.jpg,0,0,0,1
spaghetti_89_jpg.rf.35b7d0751a1f3c0ad50e5cf32d4ae295.jpg,0,1,0,0
stringing_74_jpg.rf.3593820a3a1bf054edb4e8d9cd57e4d8.jpg,0,0,1,0
under-exstrosion_169_jpg.rf.35bb4c8da80fc6e982ebad38910040bb.jpg,0,0,0,1
stringing_18_jpg.rf.35c4853662ef1258a7897fca4a4caf91.jpg,0,0,1,0
spaghetti_82_jpg.rf.355861766aaa80daea66209a1fbe995d.jpg,0,1,0,0
blobs_61_jpg.rf.35b837c0825daa9bc78c94e5dfd17e9f.jpg,0,0,0,1
stringing_153_jpg.rf.35d5fb6f7cc4143bd582dadf0fa3ea45.jpg,0,0,1,0
OK2_105_jpg.rf.35dd8e5c033f1823edf22001868ad61d.jpg,1,0,0,0
under-exstrosion_146_jpg.rf.35f3219c36ce6a7c642ed8f9ca6093e4.jpg,0,0,0,1
OK_0_jpg.rf.35d8c79c554c4f2f0082ac19916b59b1.jpg,1,0,0,0
blobs_142_jpg.rf.36861dc038c4e81de4a9d561c546fbf9.jpg,0,0,0,1
blobs_158_jpg.rf.3717ec3f08ab8708affca11a2ed0555a.jpg,0,0,0,1
stringing_212_jpg.rf.3676954fd17bdbf876a3349d36fb34d1.jpg,0,0,1,0
spaghetti_41_jpg.rf.3739a24967cadf81b3e0bac1acba8243.jpg,0,1,0,0
under-exstrosion_149_jpg.rf.3743a5780260b4b07ccf4e5b6b76ab9b.jpg,0,0,0,1
blobs_158_jpg.rf.3720364eddca1010b0774b081cb12d62.jpg,0,0,0,1
OK_3_jpg.rf.375cdcf46622d6e7358fe4484aee703e.jpg,1,0,0,0
stringing_46_jpg.rf.3752826c8d3e097fbf463da493fc4187.jpg,0,0,1,0
blobs_7_jpg.rf.3773d9c7f9f4438d9a37ca185b14c8bb.jpg,0,0,0,1
spaghetti_48_jpg.rf.3793c272eb09648f095e3fbc36df6113.jpg,0,1,0,0
stringing_178_jpg.rf.378e5535a4cb2626d59311d2155669db.jpg,0,0,1,0
spaghetti_34_jpg.rf.37b67c279fbde10a78842272d0c6942d.jpg,0,1,0,0
stringing_48_jpg.rf.38023f3e5a2512e9b2dadda9f6cd05b3.jpg,0,0,1,0
OK2_7_jpg.rf.38747cf0b561da53420d737e35876382.jpg,1,0,0,0
blobs_78_jpg.rf.38d328fd0ec91dd0d681a2eb7752e3a3.jpg,0,0,0,1
stringing_147_jpg.rf.38fb98ea7740572ed294824edcc780a5.jpg,0,0,1,0
OK2_88_jpg.rf.3931b92b3505ffba137912e042cbc751.jpg,1,0,0,0
stringing_218_jpg.rf.391aad0b935554b45e9db223d2d3e9b0.jpg,0,0,1,0
blobs_99_jpg.rf.397c1dc31649e8e07b7fb7a84862083a.jpg,0,0,0,1
OK_14_jpg.rf.39aee852120fb547eb8371aef504bd69.jpg,1,0,0,0
under-exstrosion_52_jpg.rf.398e1eb16a292f1df3ecaae5091275df.jpg,0,0,0,1
spaghetti_10_jpg.rf.3942706cddb62aedbe4eb15f8e21cec6.jpg,0,1,0,0
stringing_54_jpg.rf.3973006325ad6683b71cde04a7f9166e.jpg,0,0,1,0
under-exstrosion_29_jpg.rf.39e8c28c7ba03a39ca5dfde37a282bba.jpg,0,0,0,1
OK_21_jpg.rf.3a0736322bf5452195f0a23df36f8642.jpg,1,0,0,0
stringing_204_jpg.rf.39f05a567ec9c714bcc0f1fc3e3136a7.jpg,0,0,1,0
blobs_142_jpg.rf.3a3a3911a8c40d541f8def1d09854a86.jpg,0,0,0,1
OK_99_jpg.rf.3921e120f00713572cc84ea5f22e356d.jpg,1,0,0,0
OK_38_jpg.rf.00609183dcf23549d3fa1a793c9a73bd.jpg,1,0,0,0
OK2_98_jpg.rf.000774a16856a46d74ca7e89bf504d6d.jpg,1,0,0,0
under-exstrosion_151_jpg.rf.00291b945767d5c1112fe249b415bf85.jpg,0,0,0,1
stringing_10_jpg.rf.0085774d687fb9fbc4a1150a045146be.jpg,0,0,1,0
under-exstrosion_73_jpg.rf.018537e106bf8d74d5d92639d03c22ab.jpg,0,0,0,1
under-exstrosion_168_jpg.rf.01a68b1ee6094c0b319a2bc60d92175b.jpg,0,0,0,1
spaghetti_82_jpg.rf.0128ba55f3cd8184c693b7710c17a817.jpg,0,1,0,0
stringing_160_jpg.rf.00d11763225dca88becaff985dc184b4.jpg,0,0,1,0
OK2_91_jpg.rf.02108fdcfdcc028e157d8015ed933e38.jpg,1,0,0,0
blobs_65_jpg.rf.01f63f520526b73911faae8836f272d1.jpg,0,0,0,1
stringing_122_jpg.rf.01ceacb3d0b08a4fda8f188231706cb6.jpg,0,0,1,0
OK2_65_jpg.rf.032f175a5a22ef702960d42dca638ec6.jpg,1,0,0,0
under-exstrosion_101_jpg.rf.03654f31792d3dafeb19c38eb21ca248.jpg,0,0,0,1
spaghetti_55_jpg.rf.0438a28f78eddd7fa8b771b51fe50a2a.jpg,0,1,0,0
OK2_0_jpg.rf.036d166209f95cfddc5f8370011a399f.jpg,1,0,0,0
blobs_140_jpg.rf.0445464be85da9633e4a4a5b11f55d5d.jpg,0,0,0,1
spaghetti_119_jpg.rf.0336d71755a7206bbf031f211f1c94cc.jpg,0,1,0,0
under-exstrosion_68_jpg.rf.04accea800b9c2818e6d97ba575de01e.jpg,0,0,0,1
spaghetti_57_jpg.rf.04e3a27fe44eced0ee4858714d16835f.jpg,0,1,0,0
blobs_42_jpg.rf.04d13b5e56e44e43ffd1a259053d2e39.jpg,0,0,0,1
stringing_13_jpg.rf.0471fb70ae972366ebdfeae19d2a9ca7.jpg,0,0,1,0
OK2_104_jpg.rf.04c90745ad18e28d299777843843f740.jpg,1,0,0,0
OK2_31_jpg.rf.04c4fcf60b51f3cd1b601cf5a57d7f7c.jpg,1,0,0,0
spaghetti_51_jpg.rf.0520b7f5fbdd6201e51240dbdddba892.jpg,0,1,0,0
stringing_88_jpg.rf.05769fa0ca280a381c37180f66e63278.jpg,0,0,1,0
stringing_170_jpg.rf.0575fb3eb011bf0b7cfac36fb9a611d8.jpg,0,0,1,0
OK2_89_jpg.rf.05093ea5ea48ac78ce418e4168e22c01.jpg,1,0,0,0
under-exstrosion_160_jpg.rf.05a762248c2e34c70d897ad4d77344ee.jpg,0,0,0,1
stringing_13_jpg.rf.05a7ceb3e4bbcc49e57301f469832c4f.jpg,0,0,1,0
stringing_82_jpg.rf.0651fe1eda7f366c87d2c20173c5b666.jpg,0,0,1,0
blobs_124_jpg.rf.05d0871642a5700ce45a70b03c881ae8.jpg,0,0,0,1
stringing_212_jpg.rf.067fca2169c8fe14d0278c29bac42f6a.jpg,0,0,1,0
stringing_163_jpg.rf.06959d9c49d93590dc2e6d49475834c0.jpg,0,0,1,0
spaghetti_78_jpg.rf.06b3fc2bd2ed70e9ac650b616844eff6.jpg,0,1,0,0
OK_13_jpg.rf.06caeb3e792e0085f5085fa1fd4f6509.jpg,1,0,0,0
stringing_85_jpg.rf.076de469dfbba77962720876b26f83be.jpg,0,0,1,0
spaghetti_116_jpg.rf.0756d6ff204f23fb82ff8a83bcea614f.jpg,0,1,0,0
OK2_93_jpg.rf.083469450f51cee16449ec4873edccd3.jpg,1,0,0,0
blobs_21_jpg.rf.083448fc7aed059fc4b5b5383e7520ea.jpg,0,0,0,1
stringing_212_jpg.rf.070888e9d91e209491ac3a196458d73c.jpg,0,0,1,0
